MUNICIPIO,REDE,IDEB_2017
Porto Alegre do Tocantins,Estadual,3.3
Porto Nacional,Federal,4.6
Porto Nacional,Pública,3.5
Porto Nacional,Estadual,3.3
Praia Norte,Pública,2.6
Praia Norte,Estadual,2.6
Presidente Kennedy,Estadual,3.8
Presidente Kennedy,Pública,3.8
Pugmil,Pública,3.2
Pugmil,Estadual,3.2
Recursolândia,Estadual,3.9
Recursolândia,Pública,3.9
Riachinho,Pública,3.4
Riachinho,Estadual,3.4
Rio da Conceição,Estadual,3.3
Rio da Conceição,Pública,3.3
Rio dos Bois,Pública,3.8
Rio dos Bois,Estadual,3.8
Rio Sono,Estadual,3.2
Rio Sono,Pública,3.2
Sampaio,Pública,3.4
Sampaio,Estadual,3.4
Sandolândia,Estadual,3.9
Sandolândia,Pública,3.9
Santa Fé do Araguaia,Estadual,3.2
Santa Fé do Araguaia,Pública,3.2
Santa Maria do Tocantins,Pública,3.6
Santa Maria do Tocantins,Estadual,3.6
Santa Rita do Tocantins,Estadual,3
Santa Rita do Tocantins,Pública,3
Santa Rosa do Tocantins,Pública,3.5
Santa Rosa do Tocantins,Estadual,3.5
Santa Tereza do Tocantins,Estadual,3.1
Santa Tereza do Tocantins,Pública,3.1
Santa Terezinha do Tocantins,Pública,3.8
Santa Terezinha do Tocantins,Estadual,3.8
São Bento do Tocantins,Estadual,3.5
São Bento do Tocantins,Pública,3.5
São Félix do Tocantins,Estadual,3.5
São Félix do Tocantins,Pública,3.5
São Miguel do Tocantins,Estadual,3.4
São Miguel do Tocantins,Pública,3.4
São Salvador do Tocantins,Estadual,4.2
São Salvador do Tocantins,Pública,4.2
São Sebastião do Tocantins,Pública,3.2
São Sebastião do Tocantins,Estadual,3.2
São Valério,Pública,4.2
São Valério,Estadual,4.2
Silvanópolis,Pública,3
Silvanópolis,Estadual,3
Sítio Novo do Tocantins,Estadual,3.4
Sítio Novo do Tocantins,Pública,3.4
Sucupira,Pública,3.5
Sucupira,Estadual,3.5
Taguatinga,Estadual,3.4
Taguatinga,Pública,3.4
Taipas do Tocantins,Pública,3.5
Taipas do Tocantins,Estadual,3.5
Talismã,Pública,2.7
Talismã,Estadual,2.7
Palmas,Estadual,3.5
Palmas,Pública,3.6
Palmas,Federal,5.4
Tocantínia,Estadual,3
Tocantínia,Pública,3
Tocantinópolis,Pública,3.6
Tocantinópolis,Estadual,3.6
Tupirama,Pública,5.4
Tupirama,Estadual,5.4
Tupiratins,Pública,3.3
Tupiratins,Estadual,3.3
Wanderlândia,Pública,3.7
Wanderlândia,Estadual,3.7
Xambioá,Estadual,3.8
Xambioá,Pública,3.8
Açailândia,Pública,3.6
Açailândia,Estadual,3.6
Afonso Cunha,Estadual,3.2
Afonso Cunha,Pública,3.2
Água Doce do Maranhão,Estadual,3.3
Água Doce do Maranhão,Pública,3.3
Alcântara,Estadual,3.2
Alcântara,Federal,-
Alcântara,Pública,3.1
Aldeias Altas,Pública,3.4
Aldeias Altas,Estadual,3.4
Altamira do Maranhão,Pública,2.8
Altamira do Maranhão,Estadual,2.7
Alto Alegre do Maranhão,Estadual,2.9
Alto Alegre do Maranhão,Pública,2.9
Alto Alegre do Pindaré,Pública,3.2
Alto Alegre do Pindaré,Estadual,3.2
Alto Parnaíba,Estadual,3.5
Alto Parnaíba,Pública,3.5
Amapá do Maranhão,Pública,3
Amapá do Maranhão,Estadual,3
Amarante do Maranhão,Estadual,3.5
Amarante do Maranhão,Municipal,2.5
Amarante do Maranhão,Pública,3.1
Anajatuba,Pública,3.1
Anajatuba,Estadual,3.1
Anapurus,Pública,3
Anapurus,Estadual,3.2
Apicum-Açu,Pública,3.6
Apicum-Açu,Estadual,3.6
Araguanã,Estadual,2.6
Araguanã,Pública,2.6
Araioses,Pública,2.8
Araioses,Estadual,2.8
Arame,Pública,2.7
Arame,Estadual,2.7
Arari,Pública,3.5
Arari,Estadual,3.5
Axixá,Estadual,3.4
Axixá,Pública,3.4
Bacabal,Estadual,3.4
Bacabal,Pública,3.5
Bacabal,Federal,4.8
Bacabeira,Estadual,3.1
Bacabeira,Pública,3.1
Bacuri,Estadual,3.4
Bacuri,Pública,3.4
Bacurituba,Estadual,3.6
Bacurituba,Pública,3.6
Balsas,Estadual,3.7
Balsas,Pública,3.7
Barão de Grajaú,Estadual,3.9
Barão de Grajaú,Pública,3.9
Barra do Corda,Federal,4.5
Barra do Corda,Pública,3.3
Barra do Corda,Estadual,3.1
Barreirinhas,Estadual,2.7
Barreirinhas,Federal,-
Barreirinhas,Pública,2.8
Belágua,Estadual,2.8
Belágua,Pública,2.8
Bela Vista do Maranhão,Pública,2.9
Bela Vista do Maranhão,Estadual,2.9
Benedito Leite,Estadual,4.2
Benedito Leite,Pública,4.2
Bequimão,Pública,3.4
Bequimão,Estadual,3.4
Bernardo do Mearim,Pública,3.7
Bernardo do Mearim,Estadual,3.7
Boa Vista do Gurupi,Pública,2.4
Boa Vista do Gurupi,Estadual,2.4
Bom Jardim,Estadual,2.9
Bom Jardim,Pública,2.9
Bom Jesus das Selvas,Pública,3
Bom Jesus das Selvas,Estadual,3
Bom Lugar,Estadual,3.1
Bom Lugar,Pública,3.1
Brejo,Pública,3.1
Brejo,Estadual,3.1
Brejo de Areia,Estadual,2.9
Brejo de Areia,Pública,2.9
Buriti,Estadual,3.1
Buriti,Pública,3.1
Buriti Bravo,Pública,3.3
Buriti Bravo,Estadual,3.3
Buriticupu,Estadual,2.8
Buriticupu,Pública,2.8
Buritirana,Pública,2.8
Buritirana,Estadual,2.8
Cachoeira Grande,Estadual,2.9
Cachoeira Grande,Pública,2.9
Cajapió,Pública,2.6
Cajapió,Estadual,2.6
Cajari,Estadual,3.4
Cajari,Pública,3.4
Campestre do Maranhão,Pública,3.1
Campestre do Maranhão,Estadual,3.1
Cândido Mendes,Estadual,3
Cândido Mendes,Pública,3
Cantanhede,Pública,2.9
Cantanhede,Estadual,2.9
Capinzal do Norte,Estadual,3.3
Capinzal do Norte,Pública,3.3
Carolina,Estadual,3.8
Carolina,Pública,3.8
Carutapera,Estadual,2.9
Carutapera,Pública,2.9
Caxias,Federal,4
Caxias,Pública,3.6
Caxias,Estadual,3.5
Cedral,Pública,3.8
Cedral,Estadual,3.8
Central do Maranhão,Pública,3.2
Central do Maranhão,Estadual,3.2
Centro do Guilherme,Pública,2.9
Centro do Guilherme,Estadual,2.9
Centro Novo do Maranhão,Estadual,3
Centro Novo do Maranhão,Pública,2.9
Chapadinha,Pública,3.5
Chapadinha,Estadual,3.5
Cidelândia,Estadual,3.5
Cidelândia,Pública,3.5
Codó,Federal,4.5
Codó,Estadual,3
Codó,Pública,3.2
Coelho Neto,Pública,3.6
Coelho Neto,Estadual,3.4
Coelho Neto,Federal,4.1
Colinas,Pública,3
Colinas,Estadual,3
Conceição do Lago-Açu,Pública,-
Conceição do Lago-Açu,Estadual,-
Coroatá,Pública,3.2
Coroatá,Estadual,3.2
Cururupu,Pública,3.7
Cururupu,Estadual,3.7
Davinópolis,Pública,3.6
Davinópolis,Estadual,3.6
Dom Pedro,Estadual,4.4
Dom Pedro,Pública,4.3
Duque Bacelar,Estadual,3
Duque Bacelar,Pública,3
Esperantinópolis,Estadual,3.7
Esperantinópolis,Pública,3.7
Estreito,Estadual,3.5
Estreito,Pública,3.5
Feira Nova do Maranhão,Estadual,3.5
Feira Nova do Maranhão,Pública,3.5
Fernando Falcão,Estadual,2.7
Fernando Falcão,Pública,2.7
Formosa da Serra Negra,Pública,3.7
Formosa da Serra Negra,Estadual,3.7
Fortaleza dos Nogueiras,Pública,4.7
Fortaleza dos Nogueiras,Estadual,4.7
Fortuna,Estadual,3.2
Fortuna,Pública,3.2
Godofredo Viana,Pública,3.3
Godofredo Viana,Estadual,3.3
Gonçalves Dias,Pública,3.6
Gonçalves Dias,Estadual,3.6
Governador Archer,Pública,3.7
Governador Archer,Estadual,3.7
Governador Edison Lobão,Pública,3.1
Governador Edison Lobão,Estadual,3.1
Governador Eugênio Barros,Estadual,3.4
Governador Eugênio Barros,Pública,3.4
Governador Luiz Rocha,Pública,3.4
Governador Luiz Rocha,Estadual,3.4
Governador Newton Bello,Estadual,3.4
Governador Newton Bello,Pública,3.4
Governador Nunes Freire,Pública,3
Governador Nunes Freire,Estadual,3
Graça Aranha,Estadual,3.9
Graça Aranha,Pública,3.9
Grajaú,Estadual,2.8
Grajaú,Pública,2.8
Guimarães,Pública,3.8
Guimarães,Estadual,3.8
Humberto de Campos,Pública,2.7
Humberto de Campos,Estadual,2.7
Icatu,Pública,2.8
Icatu,Estadual,2.8
Igarapé do Meio,Pública,2.6
Igarapé do Meio,Estadual,2.6
Igarapé Grande,Pública,4.1
Igarapé Grande,Estadual,4.1
Imperatriz,Pública,4
Imperatriz,Federal,5.9
Imperatriz,Estadual,3.9
Itaipava do Grajaú,Pública,2.8
Itaipava do Grajaú,Estadual,2.8
Itapecuru Mirim,Pública,2.6
Itapecuru Mirim,Estadual,2.6
Itinga do Maranhão,Pública,3.3
Itinga do Maranhão,Estadual,3.3
Jatobá,Pública,3.1
Jatobá,Estadual,3.1
Jenipapo dos Vieiras,Pública,-
Jenipapo dos Vieiras,Estadual,-
João Lisboa,Estadual,3.4
João Lisboa,Pública,3.4
Joselândia,Estadual,3.1
Joselândia,Pública,3.1
Junco do Maranhão,Pública,3.2
Junco do Maranhão,Estadual,3.2
Lago da Pedra,Pública,3.6
Lago da Pedra,Estadual,3.6
Lago do Junco,Pública,3.6
Lago do Junco,Estadual,3.4
Lago Verde,Pública,3
Lago Verde,Estadual,3
Lagoa do Mato,Estadual,3.1
Lagoa do Mato,Pública,3.1
Lago dos Rodrigues,Estadual,3.8
Lago dos Rodrigues,Pública,3.8
Lagoa Grande do Maranhão,Estadual,3.1
Lagoa Grande do Maranhão,Pública,3.1
Lajeado Novo,Estadual,3.2
Lajeado Novo,Pública,3.2
Lima Campos,Pública,3.4
Lima Campos,Estadual,3.4
Loreto,Pública,3.8
Loreto,Estadual,3.8
Luís Domingues,Pública,3.1
Luís Domingues,Estadual,3.1
Magalhães de Almeida,Pública,3.2
Magalhães de Almeida,Estadual,3.2
Maracaçumé,Pública,3.4
Maracaçumé,Estadual,3.4
Marajá do Sena,Pública,2.9
Marajá do Sena,Estadual,2.9
Maranhãozinho,Pública,3.5
Maranhãozinho,Estadual,3.5
Mata Roma,Estadual,3.1
Mata Roma,Pública,3.1
Matinha,Pública,3.6
Matinha,Estadual,3.6
Matões,Estadual,3.4
Matões,Pública,3.4
Matões do Norte,Pública,2.8
Matões do Norte,Estadual,2.8
Milagres do Maranhão,Pública,2.7
Milagres do Maranhão,Estadual,2.7
Mirador,Pública,2.6
Mirador,Estadual,2.6
Miranda do Norte,Estadual,3.1
Miranda do Norte,Pública,3.1
Mirinzal,Pública,3.4
Mirinzal,Estadual,3.4
Monção,Pública,2.7
Monção,Estadual,2.7
Montes Altos,Pública,3.4
Montes Altos,Estadual,3.4
Morros,Pública,3.1
Morros,Estadual,3.1
Nina Rodrigues,Estadual,3
Nina Rodrigues,Pública,3
Nova Colinas,Pública,4.2
Nova Colinas,Estadual,4.2
Nova Iorque,Estadual,3.2
Nova Iorque,Pública,3
Nova Iorque,Municipal,2.6
Nova Olinda do Maranhão,Estadual,3.7
Nova Olinda do Maranhão,Pública,3.7
Olho d'Água das Cunhãs,Pública,3.1
Olho d'Água das Cunhãs,Estadual,3.1
Olinda Nova do Maranhão,Pública,3.3
Olinda Nova do Maranhão,Estadual,3.3
Paço do Lumiar,Pública,3.6
Paço do Lumiar,Estadual,3.6
Palmeirândia,Pública,3.2
Palmeirândia,Estadual,3.2
Paraibano,Pública,3.4
Paraibano,Estadual,3.4
Parnarama,Pública,3.3
Parnarama,Estadual,3.3
Passagem Franca,Estadual,3.6
Passagem Franca,Pública,3.6
Pastos Bons,Estadual,2.9
Pastos Bons,Pública,2.9
Paulino Neves,Estadual,2.6
Paulino Neves,Pública,2.6
Paulo Ramos,Pública,3.2
Paulo Ramos,Estadual,3.2
Pedreiras,Estadual,3.8
Pedreiras,Pública,3.8
Pedro do Rosário,Pública,2.5
Pedro do Rosário,Estadual,2.5
Penalva,Pública,3.3
Penalva,Estadual,3.3
Peri Mirim,Estadual,3.1
Peri Mirim,Pública,3.1
Peritoró,Pública,2.6
Peritoró,Estadual,2.6
Pindaré-Mirim,Pública,2.9
Pindaré-Mirim,Estadual,2.9
Pinheiro,Pública,3.2
Pinheiro,Estadual,3.2
Pinheiro,Federal,4.9
Pio XII,Pública,2.8
Pio XII,Estadual,2.8
Pirapemas,Estadual,3.1
Pirapemas,Pública,3.1
Poção de Pedras,Estadual,3.6
Poção de Pedras,Pública,3.6
Porto Franco,Estadual,3.4
Porto Franco,Pública,3.5
Porto Rico do Maranhão,Pública,4.1
Porto Rico do Maranhão,Estadual,4.1
Presidente Dutra,Pública,3.3
Presidente Dutra,Estadual,3.3
Presidente Juscelino,Pública,3.1
Presidente Juscelino,Estadual,3.1
Presidente Médici,Pública,3.7
Presidente Médici,Estadual,3.7
Presidente Sarney,Estadual,2.7
Presidente Sarney,Pública,2.7
Presidente Vargas,Pública,3.2
Presidente Vargas,Estadual,3.2
Primeira Cruz,Pública,2.7
Primeira Cruz,Estadual,2.7
Raposa,Pública,2.9
Raposa,Estadual,2.9
Riachão,Estadual,3.8
Riachão,Pública,3.8
Ribamar Fiquene,Pública,3
Ribamar Fiquene,Estadual,3
Rosário,Pública,3.1
Rosário,Estadual,3
Sambaíba,Estadual,3.8
Sambaíba,Pública,3.8
Santa Filomena do Maranhão,Pública,3
Santa Filomena do Maranhão,Estadual,3
Santa Helena,Estadual,3
Santa Helena,Pública,3
Santa Inês,Federal,-
Santa Inês,Estadual,3.4
Santa Inês,Pública,3.5
Santa Luzia,Estadual,2.9
Santa Luzia,Pública,2.9
Santa Luzia do Paruá,Estadual,2.9
Santa Luzia do Paruá,Pública,2.9
Santa Quitéria do Maranhão,Estadual,3
Santa Quitéria do Maranhão,Pública,3
Santa Rita,Pública,2.9
Santa Rita,Estadual,2.9
Santana do Maranhão,Pública,3.1
Santana do Maranhão,Estadual,3.1
Santo Amaro do Maranhão,Pública,3.3
Santo Amaro do Maranhão,Estadual,3.3
Santo Antônio dos Lopes,Pública,3.4
Santo Antônio dos Lopes,Estadual,3.4
São Benedito do Rio Preto,Pública,2.8
São Benedito do Rio Preto,Estadual,2.8
São Bento,Municipal,3
São Bento,Estadual,3.4
São Bento,Pública,3.2
São Bernardo,Estadual,3.4
São Bernardo,Pública,3.4
São Domingos do Azeitão,Pública,4.7
São Domingos do Azeitão,Estadual,4.7
São Domingos do Maranhão,Pública,3.5
São Domingos do Maranhão,Estadual,3.5
São Félix de Balsas,Pública,3.5
São Félix de Balsas,Estadual,3.5
São Francisco do Brejão,Pública,3.7
São Francisco do Brejão,Estadual,3.7
São Francisco do Maranhão,Pública,3.3
São Francisco do Maranhão,Estadual,3.3
São João Batista,Estadual,2.8
São João Batista,Pública,2.8
São João do Carú,Estadual,3.3
São João do Carú,Pública,3.3
São João do Paraíso,Estadual,2.9
São João do Paraíso,Pública,2.9
São João do Soter,Pública,2.7
São João do Soter,Estadual,2.7
São João dos Patos,Pública,3.7
São João dos Patos,Federal,4.2
São João dos Patos,Estadual,3.5
São José de Ribamar,Pública,3.2
São José de Ribamar,Estadual,3.2
São José dos Basílios,Estadual,3.4
São José dos Basílios,Pública,3.4
São Luís,Pública,3.8
São Luís,Estadual,3.8
São Luís,Federal,-
São Luís Gonzaga do Maranhão,Estadual,3.1
São Luís Gonzaga do Maranhão,Pública,3.1
São Mateus do Maranhão,Pública,2.9
São Mateus do Maranhão,Estadual,2.9
São Pedro da Água Branca,Pública,3.1
São Pedro da Água Branca,Estadual,3.1
São Pedro dos Crentes,Pública,4
São Pedro dos Crentes,Estadual,4
São Raimundo das Mangabeiras,Estadual,4.2
São Raimundo das Mangabeiras,Pública,4.1
São Raimundo das Mangabeiras,Federal,-
São Raimundo do Doca Bezerra,Pública,3.7
São Raimundo do Doca Bezerra,Estadual,3.7
São Roberto,Pública,3.7
São Roberto,Estadual,3.7
São Vicente Ferrer,Estadual,2.8
São Vicente Ferrer,Pública,2.8
Satubinha,Pública,2.9
Satubinha,Estadual,2.9
Senador Alexandre Costa,Pública,3.3
Senador Alexandre Costa,Estadual,3.3
Senador La Rocque,Estadual,2.8
Senador La Rocque,Pública,2.8
Serrano do Maranhão,Estadual,2.8
Serrano do Maranhão,Pública,2.8
Sítio Novo,Pública,3.7
Sítio Novo,Estadual,3.7
Sucupira do Norte,Pública,3.2
Sucupira do Norte,Estadual,3.2
Sucupira do Riachão,Pública,3
Sucupira do Riachão,Estadual,3
Tasso Fragoso,Estadual,4
Tasso Fragoso,Pública,4
Timbiras,Pública,3.5
Timbiras,Estadual,3.5
Timon,Estadual,3.2
Timon,Federal,-
Timon,Pública,3.3
Trizidela do Vale,Pública,3.7
Trizidela do Vale,Estadual,3.7
Tufilândia,Pública,2.5
Tufilândia,Estadual,2.5
Tuntum,Pública,3.1
Tuntum,Estadual,3.1
Turiaçu,Pública,2.9
Turiaçu,Estadual,2.9
Turilândia,Estadual,3.4
Turilândia,Pública,3.4
Tutóia,Estadual,3.1
Tutóia,Pública,3.1
Urbano Santos,Estadual,2.8
Urbano Santos,Pública,2.8
Vargem Grande,Pública,3.2
Vargem Grande,Estadual,3.1
Vargem Grande,Municipal,5.5
Viana,Estadual,3.5
Viana,Pública,3.5
Vila Nova dos Martírios,Pública,3.3
Vila Nova dos Martírios,Estadual,3.3
Vitória do Mearim,Estadual,2.9
Vitória do Mearim,Pública,2.9
Vitorino Freire,Pública,3.4
Vitorino Freire,Estadual,3.4
Zé Doca,Federal,5.8
Zé Doca,Estadual,3.3
Zé Doca,Pública,3.5
Acauã,Pública,3.7
Acauã,Estadual,3.7
Agricolândia,Pública,-
Agricolândia,Estadual,-
Água Branca,Pública,3.1
Água Branca,Estadual,3.1
Alagoinha do Piauí,Estadual,4.2
Alagoinha do Piauí,Pública,4.2
Alegrete do Piauí,Estadual,3.4
Alegrete do Piauí,Pública,3.4
Alto Longá,Estadual,2.8
Alto Longá,Pública,2.8
Altos,Pública,3.3
Altos,Estadual,3.3
Alvorada do Gurguéia,Estadual,3
Alvorada do Gurguéia,Pública,3
Amarante,Estadual,2.3
Amarante,Pública,2.3
Angical do Piauí,Estadual,4
Angical do Piauí,Federal,5.1
Angical do Piauí,Pública,4.6
Anísio de Abreu,Estadual,-
Anísio de Abreu,Pública,-
Antônio Almeida,Pública,3.1
Antônio Almeida,Estadual,3.1
Aroazes,Estadual,4
Aroazes,Pública,4
Aroeiras do Itaim,Pública,3.5
Aroeiras do Itaim,Estadual,3.5
Arraial,Pública,2.7
Arraial,Estadual,2.7
Assunção do Piauí,Estadual,3.3
Assunção do Piauí,Pública,3.3
Avelino Lopes,Pública,2.8
Avelino Lopes,Estadual,2.8
Baixa Grande do Ribeiro,Estadual,3
Baixa Grande do Ribeiro,Pública,3
Barra D'Alcântara,Estadual,3.8
Barra D'Alcântara,Pública,3.8
Barras,Pública,3.3
Barras,Estadual,3.3
Barreiras do Piauí,Pública,2.8
Barreiras do Piauí,Estadual,2.8
Barro Duro,Estadual,2.8
Barro Duro,Pública,2.8
Batalha,Estadual,3.1
Batalha,Pública,3.1
Bela Vista do Piauí,Pública,3.4
Bela Vista do Piauí,Estadual,3.4
Belém do Piauí,Pública,3.1
Belém do Piauí,Estadual,3.1
Beneditinos,Pública,3.6
Beneditinos,Estadual,3.6
Bertolínia,Estadual,3.2
Bertolínia,Pública,3.2
Betânia do Piauí,Estadual,3.8
Betânia do Piauí,Pública,3.8
Boa Hora,Pública,-
Boa Hora,Estadual,-
Bom Jesus,Pública,3.2
Bom Jesus,Estadual,3.2
Bom Jesus,Federal,3.1
Bom Princípio do Piauí,Pública,3.1
Bom Princípio do Piauí,Estadual,3.1
Bonfim do Piauí,Pública,3
Bonfim do Piauí,Estadual,3
Boqueirão do Piauí,Estadual,3.6
Boqueirão do Piauí,Pública,3.6
Brasileira,Estadual,3.6
Brasileira,Pública,3.6
Brejo do Piauí,Pública,3.5
Brejo do Piauí,Estadual,3.5
Buriti dos Lopes,Pública,2.8
Buriti dos Lopes,Estadual,2.8
Buriti dos Montes,Estadual,3.7
Buriti dos Montes,Pública,3.7
Cabeceiras do Piauí,Estadual,3.4
Cabeceiras do Piauí,Pública,3.4
Cajazeiras do Piauí,Estadual,3.7
Cajazeiras do Piauí,Pública,3.7
Cajueiro da Praia,Pública,3.2
Cajueiro da Praia,Estadual,3.2
Caldeirão Grande do Piauí,Pública,2.7
Caldeirão Grande do Piauí,Estadual,2.7
Campinas do Piauí,Pública,3.2
Campinas do Piauí,Estadual,3.2
Campo Alegre do Fidalgo,Estadual,3.8
Campo Alegre do Fidalgo,Pública,3.8
Campo Largo do Piauí,Estadual,2.7
Campo Largo do Piauí,Pública,2.7
Campo Maior,Pública,3.9
Campo Maior,Federal,2.8
Campo Maior,Estadual,4
Canavieira,Pública,3.5
Canavieira,Estadual,3.5
Canto do Buriti,Estadual,3.6
Canto do Buriti,Pública,3.6
Capitão de Campos,Estadual,3.4
Capitão de Campos,Pública,3.4
Capitão Gervásio Oliveira,Pública,2.6
Capitão Gervásio Oliveira,Estadual,2.6
Caracol,Pública,3.1
Caracol,Estadual,3.1
Caraúbas do Piauí,Pública,2.8
Caraúbas do Piauí,Estadual,2.8
Caridade do Piauí,Pública,3.2
Caridade do Piauí,Estadual,3.2
Castelo do Piauí,Estadual,3.8
Castelo do Piauí,Pública,3.8
Caxingó,Pública,3.5
Caxingó,Estadual,3.5
Cocal,Pública,3.8
Cocal,Federal,5.5
Cocal,Estadual,3.2
Cocal de Telha,Pública,3.7
Cocal de Telha,Estadual,3.7
Cocal dos Alves,Pública,5.4
Cocal dos Alves,Estadual,5.4
Coivaras,Pública,3.2
Coivaras,Estadual,3.2
Colônia do Gurguéia,Estadual,2.8
Colônia do Gurguéia,Pública,2.8
Colônia do Piauí,Estadual,3.1
Colônia do Piauí,Pública,3.1
Conceição do Canindé,Estadual,2.8
Conceição do Canindé,Pública,2.8
Coronel José Dias,Pública,3.6
Coronel José Dias,Estadual,3.6
Corrente,Federal,4
Corrente,Pública,2.9
Corrente,Estadual,2.6
Cristalândia do Piauí,Pública,-
Cristalândia do Piauí,Estadual,-
Cristino Castro,Pública,3.2
Cristino Castro,Estadual,3.2
Curimatá,Estadual,3.3
Curimatá,Pública,3.3
Currais,Estadual,2.3
Currais,Pública,2.3
Curralinhos,Estadual,2.8
Curralinhos,Pública,2.8
Curral Novo do Piauí,Estadual,3.2
Curral Novo do Piauí,Pública,3.2
Demerval Lobão,Estadual,2.7
Demerval Lobão,Pública,2.7
Dirceu Arcoverde,Pública,2.7
Dirceu Arcoverde,Estadual,2.7
Dom Expedito Lopes,Pública,3.9
Dom Expedito Lopes,Estadual,3.9
Domingos Mourão,Estadual,3.4
Domingos Mourão,Pública,3.4
Dom Inocêncio,Pública,2.3
Dom Inocêncio,Estadual,2.3
Elesbão Veloso,Estadual,3.2
Elesbão Veloso,Pública,3.2
Eliseu Martins,Pública,3
Eliseu Martins,Estadual,3
Esperantina,Pública,3.1
Esperantina,Estadual,3.1
Fartura do Piauí,Estadual,2.6
Fartura do Piauí,Pública,2.6
Flores do Piauí,Pública,3.1
Flores do Piauí,Estadual,3.1
Floresta do Piauí,Estadual,3
Floresta do Piauí,Pública,3
Floriano,Pública,3.5
Floriano,Federal,4.9
Floriano,Estadual,3.1
Francinópolis,Estadual,2.7
Francinópolis,Pública,2.7
Francisco Ayres,Estadual,3.1
Francisco Ayres,Pública,3.1
Francisco Macedo,Pública,2.8
Francisco Macedo,Estadual,2.8
Francisco Santos,Pública,3.8
Francisco Santos,Estadual,3.8
Fronteiras,Pública,3.2
Fronteiras,Estadual,3.2
Geminiano,Estadual,3.2
Geminiano,Pública,3.2
Gilbués,Estadual,3
Gilbués,Pública,3
Guadalupe,Estadual,2.8
Guadalupe,Pública,2.8
Guaribas,Pública,2.7
Guaribas,Estadual,2.7
Hugo Napoleão,Pública,3.2
Hugo Napoleão,Estadual,3.2
Ilha Grande,Pública,3.4
Ilha Grande,Estadual,3.4
Inhuma,Pública,3.2
Inhuma,Estadual,3.2
Ipiranga do Piauí,Pública,2.6
Ipiranga do Piauí,Estadual,2.6
Isaías Coelho,Pública,3.6
Isaías Coelho,Estadual,3.6
Itainópolis,Pública,3.2
Itainópolis,Estadual,3.2
Itaueira,Pública,3.2
Itaueira,Estadual,3.2
Jacobina do Piauí,Estadual,4
Jacobina do Piauí,Pública,4
Jaicós,Pública,3.1
Jaicós,Estadual,3.1
Jardim do Mulato,Estadual,2.9
Jardim do Mulato,Pública,2.9
Jatobá do Piauí,Pública,4.1
Jatobá do Piauí,Estadual,4.1
Jerumenha,Pública,2.4
Jerumenha,Estadual,2.4
João Costa,Pública,2.5
João Costa,Estadual,2.5
Joaquim Pires,Pública,3.9
Joaquim Pires,Estadual,3.9
Joca Marques,Estadual,-
Joca Marques,Pública,-
José de Freitas,Pública,3.1
José de Freitas,Estadual,3.1
Juazeiro do Piauí,Pública,4
Juazeiro do Piauí,Estadual,4
Júlio Borges,Pública,3.1
Júlio Borges,Estadual,3.1
Jurema,Pública,2.8
Jurema,Estadual,2.8
Lagoinha do Piauí,Estadual,-
Lagoinha do Piauí,Pública,-
Lagoa Alegre,Estadual,3.5
Lagoa Alegre,Pública,3.5
Lagoa do Barro do Piauí,Pública,3.3
Lagoa do Barro do Piauí,Estadual,3.3
Lagoa de São Francisco,Pública,2.7
Lagoa de São Francisco,Estadual,2.7
Lagoa do Piauí,Estadual,3.4
Lagoa do Piauí,Pública,3.4
Lagoa do Sítio,Pública,2.9
Lagoa do Sítio,Estadual,2.9
Landri Sales,Pública,4.5
Landri Sales,Estadual,4.5
Luís Correia,Pública,2.9
Luís Correia,Estadual,2.9
Luzilândia,Pública,3.6
Luzilândia,Estadual,3.6
Madeiro,Estadual,2.6
Madeiro,Pública,2.6
Manoel Emídio,Estadual,3.5
Manoel Emídio,Pública,3.5
Marcolândia,Pública,2.8
Marcolândia,Estadual,2.8
Marcos Parente,Pública,3.6
Marcos Parente,Estadual,3.6
Massapê do Piauí,Pública,3.4
Massapê do Piauí,Estadual,3.4
Matias Olímpio,Estadual,3
Matias Olímpio,Pública,3
Miguel Alves,Pública,3.2
Miguel Alves,Estadual,3.2
Miguel Leão,Pública,2.3
Miguel Leão,Estadual,2.3
Milton Brandão,Pública,3
Milton Brandão,Estadual,3
Monsenhor Gil,Estadual,3.9
Monsenhor Gil,Pública,3.9
Monsenhor Hipólito,Estadual,4.7
Monsenhor Hipólito,Pública,4.7
Monte Alegre do Piauí,Estadual,2.1
Monte Alegre do Piauí,Pública,2.1
Morro Cabeça no Tempo,Estadual,2.7
Morro Cabeça no Tempo,Pública,2.7
Morro do Chapéu do Piauí,Estadual,2.9
Morro do Chapéu do Piauí,Pública,2.9
Murici dos Portelas,Estadual,3.5
